Year,EBROMId,Market,EBROM,Volume
2024,60230179,Czech Republic,BACCO COMPACT BLUE KS RCB 20 SLI (-),2667
2024,60038396,Hungary,WEST WHITE 100 BOX 20 SSL (-),37960
2024,60197235,Greece,PHILIP MORRIS WHITE KS RCB 20 (-),12228
2024,60257337,United Kingdom,EMBASSY SIGNATURE SILVER KS RCB 20 (-),18531
2024,60234317,India,CAPSTAN RICH FLAVOUR RS OCT 10 (-),175428
2024,50072382,Caribbean Other,SALEM MNT KS BOX 20 (-),5497
2024,60162350,South Africa,RG MENTHOL EDGE KS BOX 20 (-),42802
2024,60169487,Russia,ESSE EXCHANGE COMPACT KS DSP 20 SSL (-),38752
2024,60057702,Russia,MAXIM PREMIUM (BLUE) KS RCB 20 (-),8
2024,60134153,Japan,ARK ROYAL PARADISE TEA 1 100 DSP 20 XSL (-),716
2024,60230259,Mongolia,MEVIUS YELLOW 100 BOX 20 SSL (-),5395
2024,50019234,Belgium,GAULOISES BRUNES (BLUE) KS BOX 25 (-),3985
2024,60276560,Portugal,WEST BLUE KS BOX 20 (-),8508
2024,60211971,Jordan,L&M BLUE LABEL (5.0 CWB) KS RCB 20 (-),308962
2024,60118472,Malawi,PETER STUYVESANT BLUE KS BOX 20 (-),35750
2024,50078819,Armenia,WINSTON SILVER KS RCB 20 (-),11494
2024,60196487,Canada,PLAYER'S KS BOX 20 (-),7821
2024,50032032,Iceland,KENT BLUE KS RCB 20 (-),2732
2024,60199504,Indonesia,FORTE EXTRA BREEZE RS BOX 20 (-),3290
2024,60274913,Poland,L&M LOFT BLUE (5.0 PL) KS RCT 20 SLI (-),8310
2024,50064407,Chile,KENT ACTRON KS RCB 20 (-),28622
2024,60125103,Ireland,JOHN PLAYER SPECIAL RED KS BOX 24 (-),5855
2024,50022655,Madeira,LUCKY STRIKE RED KS BOX 20 (-),5765
2024,60230913,Kosovo,WINSTON XSTYLE BLUE KS RCB 20 SLI (-),63030
2024,60162618,Malaysia,CHESTERFIELD FILTER (RED 4.0) KS BOS 20 (-),186482
2024,60197560,Australia,LONGBEACH ORYEFBUR MIX KS BOX 20 (-),54
2024,60233024,Cambodia,PHILIP MORRIS (RED) KS BOX 20 (-),2120
2024,50014471,Uruguay,CORONADO LS SOF 20 (-),18525
2024,60276956,UAE,CAMEL ACTIVATE KS RCS 20 SLI (-),6
2024,60271545,Slovak Republic,L&M SELECTION RED KS RCB 20 (-),11332
2024,60276923,Bhutan,MARLBORO RED 3.5 KS BOX 10 (-),84
2024,60165246,Serbia,LD CLUB (BLUE) 100 RCB 20 SLI (-),26920
2024,60199028,Germany,WEST ORIGINAL RED KS BOX 26 (-),156553
2024,50000062,France,BENSON & HEDGES SILVER 100 BOX 20 (-),37816
2024,50005273,Kuwait,SUPERKINGS KS BOX 20 (-),11504
2024,60223471,Algeria,ROTHMANS DEMI BLUE RS RCB 20 (-),440
2024,60169828,Botswana,KENT WHITE KS RCB 20 (-),491
2024,60237686,Czech Republic,WINSTON COMPACT GREEN LTK BOX 20 SLI (-),3912
2024,60196505,Canada,JOHN PLAYER SPECIAL KS BOX 25 (-),7
2024,60072928,Bahrain,PARLIAMENT SILVER BLUE KS RCS 20 (-),66674
2024,60162775,Nicaragua,PALL MALL BOOST MNT KS BOX 10 (-),3449
2024,60279491,Bolivia,ESSE CHANGE UP 100 BOX 20 SSL (-),91
2024,60277484,Argentina,MARLBORO CRAFTED FORWARD KS SOF 20 (-),43033
2024,50064376,Russia,ESSE GOLDEN LEAF SP.EDITION 100 OPK20SSL (-),1
2024,60237888,Netherlands,MARLBORO GOLD (3.5) KS 6XL 46 (-),1
2024,50073763,Other South Pacific,HORIZON RED KS BOX 20 (-),12
2024,50003047,Greece,KARELIA AGRINIOU NF RS SHO 20 (-),22898
2024,60137045,Taiwan,DAVIDOFF BLUE 100 OCT 20 SLI (-),19145
2024,60276379,Bolivia,WINSTON FRESH MIX MNT KS BOX 10 (-),2411
2024,50056956,India,INDIA KINGS RICH GOLD KS BEV 20 (-),24916
2024,60199104,Slovak Republic,MARLBORO LINE BLUE 100 BOX 20 SSL (-),33456
2024,50063816,Mongolia,ULAAN SHONHOR RS BOX 20 (-),66820
2024,60122419,Russia,FANTOM CLASSIC RED KS BOX 20 (-),75203
2024,60257030,Chile,LUCKY STRIKE SINADITIVOS BLUE KS SOF 20 (-),250506
2024,60199024,Germany,R6 BLUE KS BOX 20 (-),17739
2024,60257307,United Kingdom,SUPERKINGS BRIGHT 100 BOX 20 (-),7361
2024,60242629,Moldova,SOBRANIE SIGNATURE BLACK KS DSP 20 SSL (-),8683
2024,50044450,Kosovo,LUCKY STRIKE ORIGINAL RED KS BOX 20 (-),50045
2024,50072536,Caribbean Other,POOL RED KS BOX 20 (-),2280
2024,60235746,Moldova,CAMEL ORIGINAL BLUE KS RCB 20 (-),16188
2024,60209032,Armenia,MT RED KS OCT 20 (-),1847
2024,60241222,Australia,WINFIELD SUPREME GOLD KS BOX 25 (-),33213
2024,60240446,Armenia,CHAPMAN BROWN KS DSP 20 SSL (-),4850
2024,50017715,Russia,BELOMORKANAL NF LS FLP 25 (JTI/PETRO/ST.PETERSBURG),4315
2024,60137709,Malta,MARLBORO TOUCH (2.0) KS RCT 20 SLI (-),12251
2024,50051780,Ukraine,PRIMA SRIBNA SYNYA KS BOX 20 (-),136875
2024,60041183,Romania,SOBRANIE LONDON (WHITE) 100 DSP 20 SSL (-),220054
2024,50034109,South Africa,ROTHMANS SPECIAL MILD KS BOX 20 (-),322314
2024,60237038,Mongolia,LD LAB MAGENTA JAZZ 100 DSP 20 SSL (-),1199
2024,50072097,Italy,WINSTON SILVER 100 RCB 20 (-),63814
2024,60062950,Canary Islands,ROYALS (RED) KS BOX 20 (-),9
2024,60078121,Greece,PETER STUYVESANT BLUE KS BOX 22 (-),67
2024,60163635,Taiwan,ONER T.ONE T6 KS BOX 21 (-),62998
2024,60077272,Australia,JOHN PLAYER SPECIAL RED KS BOX 30 (-),17239
2024,60166183,Austria,BATTON WHITE KS BOX 40 (-),16889
2024,60212860,Australia,CHESTERFIELD BLUE KS BOX 40 (-),35201
2024,60195550,Hong Kong,MEVIUS OPTION FIZZY DEW 8 MNT KS RCB 20 (-),14283
2024,60074022,Portugal,MARK ADAMS GOLD KS BOX 20 (-),8700
2024,60271655,Ukraine,LD GREEN 100 DSP 20 SSL (-),62977
2024,50039576,Pakistan,CAPSTAN INTERNATIONAL KS BOX 20 (-),488080
2024,60130947,Turkey,CAMEL SLENDER GRAY KS DSP 20 SLI (-),448659
2024,60223240,Russia,HARVEST WHITE KS RCB 20 (-),10320
2024,60257320,United Kingdom,PLAYER'S JPS NEW CRUSH KS BOX 20 (-),1869
2024,60064725,Thailand,ISCORE (GREEN) MNT KS SOF 20 (-),120721
2024,60272046,Mexico,PALL MALL ICELAND MNT KS OCT 20 (-),26019
2024,60210302,Switzerland,MARLBORO SILVER BLUE (3.5) 100 RCB 20 (-),1772
2024,60197561,Australia,LONGBEACH BLUFRESB MIX KS BOX 20 (-),25
2024,60123729,Poland,PALL MALL PLUS (BLUE) KS OCT 20 (-),151493
2024,60212670,Canada,ROTHMANS STANDARD ORIGINAL RS S&S 20 (-),218
2024,60080478,Kazakhstan,ROTHMANS NANOK(SI KS DSP 20 SSL (-),157
2024,60196515,Germany,DUCAL GOLD KS BOX 38 (-),5376
2024,60051556,Ukraine,WINSTON XSTYLE BLUE KS DSP 20 SLI (-),716125
2024,60168558,Finland,WEST ORIGINAL WHITE KS BOX 20 (-),20570
2024,60197558,Australia,BOND STREET CLASSIC RED KS BOX 30 (-),12645
2024,60170050,North Macedonia,CHESTERFIELD ORIGINAL (4.0) 100 RCB 20 (-),24279
2024,60236095,Germany,GAULOISES BLONDES BLUE KS BOX 53 (-),1
2024,50002447,Japan,ARK ROYAL KS SOF 20 (-),9121
2024,60238040,Peru,MARLBORO RED 3.5 KS BOX 20 (-),9632
2024,60183198,Hong Kong,CHESTERFIELD PURCAPS4 MNT KS BOS 20 (-),1253
2024,50039599,Spain Mainland,EXCITE BLUE KS OCT 20 (-),26676
2024,60278688,Russia,CHAPMAN AUTUMN EDITION KS BOX 20 (-),4158
2024,60124672,Montenegro,GEORGE KARELIAS AND SONS BLE KS BOX 20 (-),170
2024,60038110,Spain Mainland,HERENCIA PALMERA (RED) KS BOX 20 (-),17012
2024,60230732,Russia,JOVANI BLUE 100 DSP 20 SSL (-),30
2024,50065851,Armenia,MASIS BLUE LINE 100 BOX 20 SSL (-),48178
2024,60205218,Turkey,L&M BLUE KS RCB 20 (-),480
2024,50064432,Ireland,SILK CUT PURPLE 100 LSB 20 SSL (-),15393
2024,60272335,Uruguay,MIXMI KS BOX 20 (-),3429
2024,50017857,Russia,BELOMORKANAL NF LS FLP 25 (DON.TABAK/ROSTOV-ON-DON),79
2024,60271684,Russia,KINO NANO SERIES RED KS DSP 20 SSL (-),34
2024,60192791,New Zealand,CHESTERFIELD RED KS BOX 20 (-),104896
2024,60062432,Morocco,WINSTON RED KS RCB 20 (-),94149
2024,50072472,Caribbean Other,WINSTON CLASSIC RED KS BOX 25 (-),7332
2024,50081155,Turkey,HD KATKISIZ HARMAN KS RCB 20 (-),2744
2024,60062341,Kyrgyzstan,LD RED KS RCB 20 (-),134
2024,60129195,Bulgaria,PUEBLO (BLUE) KS BOX 20 (-),276
2024,60135844,Hong Kong,STELLAR SMOOTH KS BOX 20 (-),562
2024,60275308,Indonesia,NATION GOLD LS BOX 20 MAG (-),35720
2024,60238278,Moldova,PARLIAMENT LINE 100 RCB 20 XSL (-),5407
2024,60097885,Brazil,DUNHILL OF LONDON (WHITE) 100 BOX 20 SLI (-),79830
2024,60188348,Japan,FLOYD 1 100 BOX 20 (-),146
2024,60192468,Japan,PIANISSIMO ICENE 5 MNT 100 RCB 20 SLI (-),113940
2024,60078726,Korea,MEVIUS ORIGINAL KS RCB 20 (-),74642
2024,60257130,Chile,LUCKY STRIKE SINADITIVOS RED KS SOF 20 (-),60332
2024,60123417,Angola,ROTHMANS LONDON SWITCH KS BOX 20 (-),35399
2024,50045491,Montenegro,DAVIDOFF GOLD LTK OCT 20 (-),28
2024,60257302,United Kingdom,BENSON & HEDGES BLUE KS BOX 20 (-),1228550
2024,60166832,Russia,LD AUTOGRAPH BLUE KS RCB 20 (-),1018371
2024,60061804,India,MOMENTS REGULAR 64MM RS BOX 10 (-),640798
2024,60164974,Turkey,ESSE WHITE 100 BOX 20 SSL (-),13683
2024,60258209,Russia,MARLBORO AROMA RED BLEND 27 KS RCB 20 (-),371366
2024,50052154,Lithuania,WINSTON WHITE KS RCB 20 (-),12168
2024,60199506,Kosovo,PHILIP MORRIS BLACK LEGEND KS RCB 20 SLI (-),10231
2024,60074482,Canary Islands,BENSON & HEDGES LONDON RED KS BOX 20 (-),48308
2024,50080316,Singapore,235 FULL FLAVOR KS BOX 20 (-),1015
2024,60123926,Germany,MARWIN BLUE KS BOX 20 (-),19588
2024,60124941,Thailand,CAMEL (YELLOW) KS BOX 20 (-),468331
2024,60039457,Singapore,JET SPECIAL BLEND KS BOX 20 (-),1008
2024,60192632,Bulgaria,VOGUE UNIQUE YELLOW 100 BOX 20 XSL (-),243460
2024,50074075,Germany,JOHN PLAYER SPECIAL RED KS BOX 27 (-),709574
2024,60259014,Ukraine,L&M LOFT GREEN KS RCB 20 SLI (-),30803
2024,50073337,Afghanistan,KENT KS BOX 20 (-),12963
2024,60271689,Russia,5TH STREET KS BOX 20 SSL (-),126
2024,60135150,Czech Republic,P&S (BLACK) KS SOF 20 (-),21795
2024,60234312,Russia,FREEDOM SQUARE NS SILVER KS DSP 20 SSL (-),18
2024,60238351,Canary Islands,L&B BRIGHT AIR KS BOX 20 (-),3634
2024,60242603,Czech Republic,CAMEL BLACK 100 RCB 20 (-),12635
2024,50072574,Macau,KENT BLUE 3TEK KS RCB 20 (-),1
2024,60246495,Russia,SI CLASSIC 100 BOX 20 SSL (-),6950
2024,60062680,Madeira,LIFT WHITE KS BOX 20 (-),5323
2024,60243380,Canada,NEXT P M ORIGINAL KS S&S 20 (-),19955
2024,60188605,Romania,DAVIDOFF SILVER SL-LINE 100 OCT 20 SLI (-),18957
2024,60210690,Korea,MARLBORO TROPICA3 MNT 100 DSP 20 SSL (-),83006
2024,60168726,Russia,LD AUTIMPCO KS DSP 20 SLI (-),51384
2024,60279469,Japan,PEPE ORGANIC KS DSP 18 (-),119
2024,50060246,Morocco,DAVIDOFF CLASSIC LTK RCB 20 (-),11044
2024,50059395,Luxembourg,WEST RED KS BOX 30 (-),11309
2024,50001950,Czech Republic,GOLDEN AMERICAN KS BOX 20 (-),630
2024,60188809,Reunion,BROOKLYN ROUGE KS BOX 20 (-),30852
2024,60243520,Channel Islands,MARLBORO (RED FWD) KS RCB 20 (-),1984
2024,60065674,Romania,SOBRANIE MENTHOL MNT 100 DSP 20 SSL (-),4
2024,60199012,Germany,GAULOISES BLONDES BLUE KS BOX 29 (-),1
2024,50000624,Andorra,WINFIELD (BLUE) KS BOX 30 (-),1888
2024,60040533,New Zealand,PALL MALL BASELINE BLUE KS BOX 25 (-),15
2024,60274978,Japan,WAKABA KS SOF 20 (-),123288
2024,60275280,Lesotho,CHESTERFIELD TUNED AQUA KS RCB 20 (-),1
2024,60208158,Taiwan,LD IVORY 1 KS BOX 20 (-),1
2024,60211907,Uzbekistan,ROTHMANS DEMI BLUE KS RCB 20 SLI (-),439
2024,50019625,Austria,SMART EXPORT LS SOF 20 (-),9161
2024,60232841,Russia,MILANO VENTO KS RCB 20 SLI (-),7320
2024,60169451,Ukraine,PARLIAMENT SLVRSSL 100 DSP 20 SSL (-),34748
2024,50066620,Norway,BLUE MASTER (BLUE) KS BOX 20 (-),2351
2024,60223327,El Salvador,MARLBORO FOREST FUSION MNT 100 BOX 10 (-),27319
2024,60235819,Russia,WINSTON XS COMPACT ELECTRO KS DSP 20 SLI (-),1194200
2024,50072576,Macau,KENT INFINA KS RCB 20 (-),2041
2024,60232540,Switzerland,BAY DOUBLE CLICK BERRY KS BOX 20 (-),2824
2024,60163819,Senegal,MARLBORO BLUE (2.0) KS BOX 20 (-),142748
2024,50039517,Pakistan,DIPLOMAT KS BOX 20 (-),830636
2024,60243118,Oman,MARLBORO VISTA PURPLE FUSION KS RCS 20 (-),2109
2024,50005365,Luxembourg,MARYLAND NF RS SOF 25 (-),15770
2024,60136711,Hungary,LD (GREEN) MNT KS BOX 20 (-),24
2024,60183318,Chile,PALL MALL SUNSET MNT RS BOX 20 (-),76429
2024,50054587,Ghana,ROTHMANS KS BOX 20 (-),144673
2024,50016865,Russia,RODOPI KS BOX 20 (BULGAR TABAK/BT-PODOLSK),8451
2024,60118469,Malawi,PALL MALL RED KS SOF 20 (-),25542
2024,60211012,Croatia,MARLBORO GOLD (3.5) KS BOB 23 (-),135481
2024,60123800,Australia,BOND STREET MENTHOL MNT KS BOX 40 (-),11305
2024,60276676,Spain Mainland,MARLBORO RED 3.5 RS BOX 20 (-),234185
2024,60095828,Bolivia,DERBY (RED) LS BOX 20 (-),7819
2024,60126011,Namibia,MARLBORO BLUE ICE (2.0) MNT KS RCB 20 (-),1294
2024,60239218,Denmark,KING'S ORIGINAL KS SOF 20 (-),14069
2024,60117997,Ukraine,KENT NANOTEK WHITE KS DSP 20 SSL (-),252785
2024,60213546,Albania,KENT CRYSTAL BLUE KS RCB 20 SLI (-),7282
2024,60185582,France,NEWS & CO ROUGE 100 BOX 20 (-),16133
2024,60240616,Germany,MARLBORO RED 3.5 KS BOB 23 (-),77986
2024,60119545,Colombia,CHESTERFIELD WHITE KS BOX 10 (-),54234
2024,60246741,Uzbekistan,MARLBORO GOLD (3.5) KS RCB 20 (-),7634
2024,60256884,Mongolia,LANDUS MARULA KS OCT 20 SLI (-),2173
2024,60195618,Reunion,VOGUE L ORIGINALE PASTEL 100 BOX 20 SSL (-),4017
2024,60257433,Greece,ASSOS GOLDEN WHITE KS BOX 20 (-),3032
2024,60121250,Kazakhstan,KENT NANOTEK 4 KS DSP 20 SSL (-),179591
2024,50071466,Channel Islands,LAMBERT & BUTLER GOLD KS BOX 20 (-),475
2024,60124540,Romania,CORSET LILAC 100 LSB 20 SSL (-),1482
2024,60062284,South Africa,PETER STUYVESANT BOOST MNT KS BOX 20 (-),43286
2024,60196918,Brazil,MARLBORO ICE BLAST (2.5) MNT KS RSP 20 (-),1
2024,60207702,Hong Kong,TAURUS BMDB MNT KS BOX 20 (-),29
2024,50068217,Tunisia,CAMEL LIGHTS KS BOX 20 (-),763535
2024,60196344,Canada,AMERICAN SPIRIT KS BOX 20 (-),11292
2024,60257912,Indonesia,SUMBU HIJAU (SKT) MNT NF LS BOX 12 (-),13072
2024,60095362,Georgia,THE KING BLUE 100 RCB 20 (-),17170
2024,60038947,Serbia,WEST SILVER 100 RCB 20 (-),6366
2024,60240843,Uruguay,ALASKA KS BOX 20 (-),16719
2024,60257163,Russia,KENT CRYSTAL MIXBREEZE MNT KS RCB 20 SLI (-),59196
2024,60235545,Saudi Arabia,L&M RED SELECTION KS RCS 20 (-),70275
2024,50073944,Russia,BUSINESS CLASS GOLDENLE 100 BOX 20 SSL (BALTIC TF/KALININGRAD),18301
2024,60195940,South Africa,PALL MALL BOOST MNT 100 BOX 20 (-),158351
2024,60061760,Ukraine,ROTHMANS OF LONDON (BLUE) KS OCT 20 (-),64587
2024,60040415,Kazakhstan,WINSTON BLUE 100 DSP 20 SSL (-),146928
2024,60206289,Mexico,CHESTERFIELD PASSIO1 MNT 100 BOX 20 (-),683
2024,60192633,Bulgaria,VOGUE UNIQUE PINK 100 BOX 20 XSL (-),63993
2024,50071509,Comoros,ROTHMANS ROYALS (RED) KS BOX 20 (-),26532
2024,60197221,Lithuania,CHESTERFIELD SILVER (4.0) 100 BOX 20 SSL (-),53215
2024,60239103,Uzbekistan,PARLIAMENT EXOTIC CRUISE KS DSP 20 SLI (-),112728
2024,60212683,Canada,CANADIAN CLASSICS SMOOTH KS S&S 25 (-),14830
2024,60126273,Belgium,MARLBORO (RED 2.5) KS BOX 20 (-),459918
2024,60123734,India,STELLAR EXQUISITE KS BOX 10 (-),2827
2024,60038536,Russia,WINSTON WHITE 100 DSP 20 SSL (-),739
2024,60062752,Japan,MEVIUS EXTRA LIGHTS KS SOF 20 (-),1193404
2024,50046642,Ireland,SILK CUT (SILVER) 100 BOX 20 (-),10689
2024,50048421,Georgia,KARELIA SLIMS ULTIMA 100 BOX 20 SSL (-),5855
2024,60208166,Bulgaria,ROTHMANS CLASSIC RED 100 BOX 20 (-),58601
2024,60065377,Croatia,LUCKY STRIKE ADDFREER KS BOX 20 (-),36322
2024,60167000,Czech Republic,WEST SL-LINE SILVER 100 BOX 20 SSL (-),7264
2024,60055743,Turkish Cyprus,PARLIAMENT NIGHT BLUE 100 RCB 20 (-),87971
2024,60040272,Kazakhstan,WINSTON SILVER KS RCB 20 (-),51386
2024,60246898,Germany,MARLBORO GOLD (3.5) KS 7XL 56 (-),388456
2024,60081807,Australia,WINFIELD ORIGINAL WHITE KS BOX 25 (-),7643
2024,60047123,Caribbean Other,ROYALE MENTHOL MNT KS BOX 20 (-),721
2024,60240746,Germany,GAULOISES BLONDES BLUE KS BOX 35 (-),11025
2024,60209385,Eswatini,MARLBORO PURPLE FUSION KS RCB 20 (-),124
2024,60195727,Algeria,LUCKY STRIKE FROST KS OCT 20 (-),42327
2024,60206098,Turkish Cyprus,L&H PEARL KS RCB 20 (-),9398
2024,60276559,Taiwan,MEVIUS SKY BLUE LSS 5 KS OCT 20 (-),1873
2024,60125550,France,MARLBORO RED KS SOF 20 (-),16116
2024,60126843,Bosnia & Herz.,ROTHMANS (BLUE) KS OCT 20 (-),103257
2024,60053788,New Zealand,DUNHILL SWITCH (BLACK) KS OCT 20 (-),5792
2024,60206884,Andorra,CHESTERFIELD BLUE (4.0) KS BOX 20 (-),2533
2024,50073336,Afghanistan,WEST KS BOX 20 (-),25172
2024,60238794,Argentina,LUCKY STRIKE CONVERTIBLE KS RCB 20 (-),627319
2024,50024132,Bosnia & Herz.,DRINA SPECIAL KS SOF 20 (-),153152
2024,60165225,Macau,MEVIUS PRMNOPU5 MNT KS RCB 20 (-),6151
2024,60079434,Taiwan,MARLBORO BLMEN2.0 MNT KS BOX 20 (-),18381
2024,60241305,Armenia,KARS MYSTIC VALLEY KS RCB 20 (-),80
2024,60188997,Saudi Arabia,DAVIDOFF EVOLVE (RED) KS RCS 20 (-),151001
2024,50075574,Ivory Coast,MARLBORO (BLUE) KS BOX 20 (-),16570
2024,60081815,Australia,WINFIELD ORIGINAL SKY BLUE KS BOX 20 (-),282
2024,60122032,Australia,LONGBEACH MEGREFRM MNT KS BOX 40 (-),25028
2024,60232739,Czech Republic,AUSTIN GOLD 100 BOX 20 (-),11461
2024,60164737,Kosovo,CHESTERFIELD CROWAQU4 KS RCB 20 SLI (-),87913
2024,60076924,Belgium,LUCKY STRIKE ORIGINAL RED KS BOX 30 (-),4279
2024,60205917,Mexico,PALL MALL EXACTOS (RED) KS BOX 20 (-),419946
2024,60196300,Russia,KENT CRYSTAL MIX GREEN KS RCB 20 SLI (-),33620
2024,50080573,Indonesia,SLIC MILD LTK BOX 16 SLI (-),9866
2024,60271709,Germany,TAWA RED KS BOX 27 (-),215323
2024,60120599,Switzerland,MARLBORO BEYOND BLUE (2.0) KS BOX 20 (-),9976
2024,60170103,Mexico,MARLBORO FUSION SUMMER MNT 100 BOX 20 (-),18134
2024,50020417,Sweden,LUCKY STRIKE RED KS BOX 20 (-),22664
2024,60135128,Philippines,WINSTON PURPLE MINT MNT KS RCB 20 (-),588
2024,60164667,Saudi Arabia,MONTE CARLO BLUE KS BOX 20 (-),2291
2024,60240149,Germany,GAULOISES BLONDES RED KS BOX 42 (-),4856
2024,60199138,Indonesia,IN KRETEK NF LS BOX 12 (-),150437
2024,60196700,Spain Mainland,L&M RED LABEL (5.0 CWB) KS SOF 20 (-),5
2024,60256840,Germany,PALL MALL RED KS BOX 27 (-),426353
2024,50071390,Mauritius,DUNHILL (BLUE) KS BOX 20 (-),2800
2024,50061824,Netherlands,JOHN PLAYER KS BOX 20 (-),2364
2024,60258971,Romania,KENT MEB LTK BOX 20 SSL (-),116505
2024,60240757,Germany,LUCKY STRIKE AMBER KS BOX 26 (-),2403
2024,60079028,Italy,ROTHMANS OF LONDON (SILVER) KS SOF 20 (-),35041
2024,60193834,Taiwan,MINE CRAFT KS BOX 20 (-),18951
2024,60053145,Taiwan,BOHEM CIGAR NO.6 KS BOX 20 (-),129367
2024,60125629,Czech Republic,L&M LOFT (TRUE BLUE) KS BOT 20 SLI (-),278335
2024,60240141,Indonesia,KITO KRETEK SKT NF LS BOX 16 FAT (-),106642
2024,60199182,Norway,CAMEL BLUE 100 BOX 20 (-),2898
2024,50058321,Bangladesh,SHEIKH WHITE KS BOX 20 (-),306381
2024,60211540,Armenia,ESSE EXCHANGE S 100 BOX 20 SSL (-),7605
2024,60212082,Kazakhstan,PARLIAMENT SUPERSL 100 DSP 20 SSL (-),89556
2024,60127483,Germany,JOHN PLAYER SPECIAL GOLD LINE KS BOX 23 (-),1
2024,60054445,Dem. Rep. of Congo,PORTSMAN (ORANGE) KS SOF 20 (-),1456950
2024,60079305,Macau,MARLBORO CRISP MINT (2.0) MNT KS BOX 20 (-),190
2024,50047187,Kazakhstan,ESSE SPECIAL GOLD 100 BOX 20 SSL (-),24118
2024,60238070,Mongolia,MARLBORO FINE TOUCH 3.5 KS DSP 20 SLI (-),1850
2024,50073687,Other South Pacific,U.S.A. MNT 100 SOF 20 (-),5735
2024,60075650,Greece,R1 SLIM LINE BLUE 100 RCB 20 XSL (-),28359
2024,60135802,Germany,CABINET ORIGINAL KS BOX 25 (-),4
2024,60063695,Russia,BOND STREET BLUE SELECTION KS RCB 20 (-),11207
2024,50069145,Israel,BLACK DEVIL SPECIAL FLAVOUR KS BOX 20 (-),13
2024,60125155,Poland,P&S BLUE KS BOX 29 (-),405
2024,60196470,Canada,JOHN PLAYER PLUS SMOOTH RS BOX 25 (-),45
2024,60038668,Kuwait,WINSTON ONE KS RCB 20 (-),15257
2024,60239882,Trinidad and Tobago,L&M ELECTRO FUSION MNT KS BOX 20 (-),33056
2024,60166201,Czech Republic,CHESTERFIELD BEZ FILTRU NF RS SOF 20 (-),17984
2024,60040970,Cyprus,BENSON & HEDGES SILVER SLIDE KS PSB 20 (-),7328
2024,50010681,Singapore,WINSTON KS BOX 20 (-),50996
2024,60196326,Canada,EXPORT A SMOOTH KS BOX 25 (-),41230
2024,60185386,Saudi Arabia,MARLBORO GOLD (3.0 ORIGINAL) KS RCS 20 (-),689916
2024,60206954,Malaysia,BOND STREET GREEN MNT KS BOS 20 (-),74
2024,60277088,Serbia,DUNHILL FCB LTK OCT 20 SLI (-),8547
2024,60168996,Israel,PALL MALL BALANCE (GREY) KS RCB 20 SLI (-),49118
2024,50074526,Caribbean Other,DUNHILL (GREEN) MNT KS BOX 20 (-),2148
2024,50078170,Austria,LUCKY STRIKE BLUE KS BOX 20 (-),1884
2024,60211980,Macau,MEVIUS OPTION FIZZY DEW 5 MNT KS RCB 20 (-),4584
2024,50047400,Luxembourg,ELIXYR KS BOX 30 (-),49180
2024,60038458,Slovenia,BOSS GOLD KS RCB 20 (-),53694
2024,50078082,Indonesia,GANDUM REGULAR KS BOX 12 (-),5474
2024,50041197,Greece,PALL MALL SAN FRANCISCO KS OCT 20 (-),16026
2024,60183573,Indonesia,VIP (BLACK) KS SOF 12 (-),38597
2024,60188943,Canary Islands,"1,69 PREMIUM BLEND (RED) KS BOX 25 (-)",5942
2024,60205348,Belarus,KENT NANO WHITE KS DSP 20 SSL (-),229500
2024,60168399,Russia,21 VEK SKY BLUE KS RCB 20 (-),6
2024,50023361,Luxembourg,BENSON & HEDGES GOLD KS BOX 20 (-),5358
2024,60130757,Poland,MARLBORO MICRO GOLD (2.5) 100 BOX 20 SSL (-),383520
2024,60121164,Australia,PETER JACKSON SUPWHFRM KS BOX 30 (-),13478
2024,60247145,Bolivia,CAMEL COMPACT ACTIVATE MNT KS BOX 20 (-),1247
2024,50071322,Bulgaria,DAVIDOFF ONE 100 OCT 20 XSL (-),110525
2024,60064071,Spain Mainland,PUEBLO GREEN KS BOX 20 (-),2300
2024,50011258,Madeira,BOA VIAGEM RS SOF 20 (-),888
2024,60165841,Taiwan,DUNHILL 1 LTK OCT 20 (-),213598
2024,50065183,Macau,FURONGWANG (GOLD) KS BOX 20 (-),1800
2024,60065145,Bosnia & Herz.,BOSS BLUE SLIM STYLE 100 RCB 20 XSL (-),10637
2024,60077558,UAE,GAULOISES BLONDES (RED) KS BOX 20 (-),2305
2024,60055068,Germany,REVAL (ORANGE) NF LS SOF 20 (-),1
2024,60213472,Lebanon,MARLBORO CRAFTED GOLD KS RCB 20 (-),140970
2024,60166508,Russia,KISS BROWN 100 BOX 20 SSL (-),16
2024,60135703,Thailand,LINE (GREEN) MNT KS SOF 20 (-),49317
2024,60049891,Andorra,AUSTIN MENTHOL MNT KS BOX 20 (-),7592
2024,50002811,Finland,CAMEL KS BOX 20 (-),32517
2024,60167358,Kosovo,THE KING (BLUE) KS RCB 20 (-),719
2024,60223461,Luxembourg,ELIXYR RED KS BOX 50 (-),18926
2024,60136140,Caribbean Other,NEWS MENTHOL BLUE MNT KS BOX 20 (-),668
2024,60210199,Macau,FURONGWANG DARK BLUE KS BOX 20 (-),923
2024,60274875,Philippines,CHESTERFIELD ORIGINAL XL 100S 100 BOX 20 (-),22115
2024,50033149,Cyprus,KARELIA 100 BOX 20 SSL (-),18245
2024,60166311,Brazil,ROTHMANS BLUE KS SOF 20 (-),2883129
2024,50002673,Egypt,CLEOPATRA KS BOX 10 (-),55141
